epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
51,13246.7,1.02365,0.54205,0.98735,0.97323,0.96,0.95979,0.8018,0.85994,0.42516,0.98651,0.000841835,0.000841835,0.000841835
52,13493,1.04092,0.53857,0.98511,0.98259,0.96,0.96625,0.82395,0.81414,0.44643,0.95964,0.000825332,0.000825332,0.000825332
53,13781.5,0.99585,0.52554,0.97686,0.95654,0.96,0.96239,0.76327,0.83939,0.4437,1.00032,0.000808828,0.000808828,0.000808828
54,13994,0.97821,0.51422,0.97827,0.96267,0.96,0.96515,0.79157,0.95262,0.45441,0.99636,0.000792325,0.000792325,0.000792325
55,14263.4,0.98341,0.51998,0.96199,0.95476,0.96,0.96476,0.83081,0.86118,0.43725,0.96212,0.000775822,0.000775822,0.000775822
56,14511.2,0.9546,0.52288,0.95854,0.97274,0.96,0.9625,0.82047,0.73798,0.42374,0.95646,0.000759318,0.000759318,0.000759318
57,14740.7,0.98613,0.51429,0.96431,0.97021,0.96,0.96424,0.84417,0.7196,0.41265,0.94789,0.000742815,0.000742815,0.000742815
58,14991.3,0.97547,0.51207,0.96864,0.95068,0.96,0.96239,0.8226,0.78186,0.44462,0.95245,0.000726312,0.000726312,0.000726312
59,15223.2,0.94321,0.5005,0.95807,0.96273,0.96,0.9625,0.82098,0.80212,0.41693,0.98203,0.000709809,0.000709809,0.000709809
60,15476.7,0.9684,0.51015,0.97319,0.96904,0.96,0.96601,0.81697,0.7822,0.44244,1.02513,0.000693305,0.000693305,0.000693305
61,15766.4,0.95747,0.50705,0.96662,0.96177,0.96,0.96393,0.81369,0.75986,0.4437,0.95316,0.000676802,0.000676802,0.000676802
62,16025,0.95542,0.49279,0.96093,0.97135,0.96,0.96578,0.836,0.64795,0.39027,0.91513,0.000660299,0.000660299,0.000660299
63,16284,1.00269,0.50716,0.97095,0.97685,0.96,0.96732,0.84523,0.74616,0.43565,0.93412,0.000643795,0.000643795,0.000643795
64,16560.8,0.94783,0.4887,0.95127,0.97314,0.96,0.96535,0.81422,0.77629,0.42636,0.93939,0.000627292,0.000627292,0.000627292
65,16776.2,0.91368,0.486,0.95808,0.9756,0.96,0.96762,0.84368,0.72119,0.39386,0.92652,0.000610789,0.000610789,0.000610789
66,17022.4,0.91479,0.48352,0.9566,0.99017,0.96,0.96625,0.82847,0.79665,0.39231,0.92673,0.000594286,0.000594286,0.000594286
67,17265.6,0.93083,0.48066,0.95348,0.97714,0.96,0.96625,0.81523,0.86305,0.42318,0.97987,0.000577782,0.000577782,0.000577782
68,17512.3,0.90598,0.47411,0.94429,0.95244,0.96,0.96578,0.82991,0.74179,0.38739,0.9447,0.000561279,0.000561279,0.000561279
69,17733.8,0.87943,0.47099,0.93422,0.9729,0.96,0.96794,0.85207,0.72207,0.35924,0.92389,0.000544776,0.000544776,0.000544776
70,17978.5,0.88316,0.45729,0.94346,0.97394,0.96,0.97068,0.83865,0.7487,0.36519,0.9273,0.000528272,0.000528272,0.000528272
71,18253.9,0.89449,0.46223,0.94362,0.97954,0.96,0.96732,0.83674,0.72724,0.37353,0.92129,0.000511769,0.000511769,0.000511769
72,18476.8,0.8767,0.45591,0.92701,0.96501,0.96,0.96827,0.82704,0.80437,0.4031,0.951,0.000495266,0.000495266,0.000495266
73,18670.9,0.88821,0.45408,0.9608,0.96077,0.96,0.97169,0.83554,0.7519,0.38714,0.93248,0.000478762,0.000478762,0.000478762
74,18931.6,0.87465,0.4483,0.93811,0.97872,0.96,0.96862,0.85523,0.6461,0.35907,0.91939,0.000462259,0.000462259,0.000462259
75,19198.6,0.86049,0.44356,0.95229,0.9799,0.96,0.96938,0.83435,0.65452,0.34144,0.91904,0.000445756,0.000445756,0.000445756
76,19472.5,0.84248,0.43128,0.92236,0.97185,0.96,0.96938,0.85382,0.66108,0.34003,0.8938,0.000429253,0.000429253,0.000429253
77,19727.8,0.83914,0.43506,0.94231,0.97186,0.96,0.96794,0.85524,0.66555,0.35429,0.89729,0.000412749,0.000412749,0.000412749
78,19994.1,0.8372,0.43589,0.93427,0.97476,0.96,0.96979,0.84701,0.70377,0.358,0.91642,0.000396246,0.000396246,0.000396246
79,20198.8,0.84288,0.43662,0.92478,0.97562,0.96,0.97417,0.85577,0.71141,0.36484,0.91488,0.000379743,0.000379743,0.000379743
80,20406.8,0.84226,0.43576,0.91897,0.97324,0.96,0.97225,0.84644,0.68101,0.35626,0.91017,0.000363239,0.000363239,0.000363239
81,20659.5,0.81882,0.42483,0.9173,0.96974,0.96,0.97117,0.8649,0.68951,0.36747,0.90405,0.000346736,0.000346736,0.000346736
82,20878.5,0.80013,0.41371,0.91373,0.96564,0.96,0.97117,0.85128,0.68642,0.34598,0.90526,0.000330233,0.000330233,0.000330233
83,21122.1,0.80854,0.42375,0.92301,0.96416,0.96,0.96938,0.84784,0.6965,0.36531,0.92763,0.000313729,0.000313729,0.000313729
84,21338,0.7945,0.41093,0.90932,0.9645,0.96,0.96862,0.83589,0.73295,0.37519,0.89,0.000297226,0.000297226,0.000297226
85,21601.7,0.79291,0.41389,0.90588,0.96919,0.96,0.96703,0.84469,0.69832,0.35951,0.90628,0.000280723,0.000280723,0.000280723
86,21820.4,0.80701,0.41908,0.92257,0.97848,0.95905,0.97225,0.85645,0.70966,0.37362,0.89592,0.00026422,0.00026422,0.00026422
87,22028.2,0.77535,0.40257,0.9144,0.97461,0.96,0.97022,0.85352,0.67934,0.35085,0.89765,0.000247716,0.000247716,0.000247716
88,22315.3,0.79575,0.41858,0.91522,0.98174,0.96,0.97068,0.85309,0.65641,0.31746,0.88784,0.000231213,0.000231213,0.000231213
89,22537.9,0.75257,0.39521,0.90452,0.97522,0.96,0.97169,0.86408,0.65303,0.35082,0.88327,0.00021471,0.00021471,0.00021471
90,22783.3,0.76445,0.39273,0.90322,0.97922,0.96,0.97169,0.88275,0.63389,0.34349,0.87425,0.000198206,0.000198206,0.000198206
91,23019.6,0.75683,0.38906,0.92231,0.9771,0.96,0.97348,0.85587,0.67897,0.36055,0.88399,0.000181703,0.000181703,0.000181703
92,23272.7,0.76899,0.38288,0.89348,0.97596,0.96,0.97022,0.89288,0.62583,0.32834,0.87897,0.0001652,0.0001652,0.0001652
93,23526.7,0.74232,0.37257,0.89359,0.9726,0.96,0.97348,0.86642,0.63485,0.32222,0.87741,0.000148696,0.000148696,0.000148696
94,23758.4,0.7511,0.37047,0.89808,0.97404,0.96,0.97417,0.85852,0.70231,0.35378,0.88818,0.000132193,0.000132193,0.000132193
95,24030.8,0.72151,0.36538,0.88609,0.97343,0.96,0.97348,0.85242,0.63422,0.32682,0.88133,0.00011569,0.00011569,0.00011569
96,24253.8,0.73588,0.36813,0.89231,0.97099,0.96,0.97284,0.86548,0.67939,0.33594,0.88273,9.91865e-05,9.91865e-05,9.91865e-05
97,24561.4,0.73033,0.35863,0.88508,0.96917,0.96,0.97225,0.86653,0.64208,0.32347,0.88176,8.26832e-05,8.26832e-05,8.26832e-05
98,24817.1,0.733,0.37254,0.89025,0.97245,0.96,0.97225,0.84971,0.68967,0.33377,0.8872,6.61799e-05,6.61799e-05,6.61799e-05
99,25086,0.7398,0.36968,0.87985,0.97277,0.96,0.97225,0.85911,0.6633,0.32545,0.88572,4.96766e-05,4.96766e-05,4.96766e-05
100,25273.5,0.66955,0.34356,0.88456,0.97553,0.96,0.97284,0.85945,0.6679,0.33157,0.88652,3.31733e-05,3.31733e-05,3.31733e-05
