epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,651.84,1.27136,0.8165,0.96046,0.56372,0.125,0.07765,0.04849,1.59014,5.31041,1.8176,0.00112137,0.00112137,0.00112137
17,695.467,1.27385,0.82299,0.97994,0.5,0.48845,0.51059,0.19099,1.55855,4.83649,1.48452,0.00117848,0.00117848,0.00117848
18,747.986,1.28476,0.81914,0.9581,0.15345,0.75,0.14304,0.07271,2.31713,8.62143,2.25368,0.00123394,0.00123394,0.00123394
19,783.204,1.26484,0.81239,0.96703,0.60859,0.75,0.73953,0.56845,1.17385,5.54731,1.38083,0.00128774,0.00128774,0.00128774
20,817.906,1.27029,0.79595,0.97355,0.97485,0.5,0.50145,0.43207,0.99029,2.88359,1.40273,0.0013399,0.0013399,0.0013399
21,859.174,1.28426,0.77111,0.96305,0,0,0,0,3.5539,7.88443,3.6985,0.00133693,0.00133693,0.00133693
22,904.609,1.30482,0.81584,0.97708,0,0,0,0,4.47282,36.3847,4.36868,0.00132043,0.00132043,0.00132043
23,947.121,1.22967,0.75989,0.96913,0.96485,0.375,0.45583,0.36083,1.04799,4.68807,1.26645,0.00130393,0.00130393,0.00130393
24,986.606,1.26483,0.77921,0.96694,0.49291,0.90748,0.67125,0.3717,0.87662,3.75372,1.07114,0.00128742,0.00128742,0.00128742
25,1024.79,1.20091,0.72413,0.94648,0.26152,1,0.46594,0.3589,0.98063,2.81748,1.0829,0.00127092,0.00127092,0.00127092
26,1060.69,1.17884,0.69265,0.95213,0.98699,0.5,0.52368,0.40946,0.99891,2.34783,1.3501,0.00125442,0.00125442,0.00125442
27,1100.53,1.16432,0.69115,0.93561,0.48584,0.5,0.4975,0.35453,1.31061,1.67066,1.4394,0.00123791,0.00123791,0.00123791
28,1135.72,1.1534,0.70067,0.9367,0.90253,1,0.995,0.67784,1.20802,0.9239,1.29183,0.00122141,0.00122141,0.00122141
29,1172.42,1.10724,0.65963,0.92492,0.98403,0.5,0.62187,0.41112,1.06843,1.75216,1.48912,0.00120491,0.00120491,0.00120491
30,1216.23,1.13489,0.6623,0.92465,0.72641,0.125,0.17658,0.0474,1.70483,5.24838,1.84435,0.0011884,0.0011884,0.0011884
31,1258.15,1.1168,0.67841,0.92478,0.7853,0.5,0.4725,0.41527,0.88882,8.88263,1.28487,0.0011719,0.0011719,0.0011719
32,1292.21,1.13738,0.67455,0.91234,0.88027,0.5,0.45552,0.25562,1.24662,4.96898,1.48741,0.0011554,0.0011554,0.0011554
33,1333.19,1.12071,0.64959,0.91885,0.74333,0.375,0.43169,0.22148,1.17714,4.06205,1.16577,0.00113889,0.00113889,0.00113889
34,1368.69,1.11111,0.6508,0.91459,0.19933,0.5,0.343,0.25802,0.7989,3.28079,1.10262,0.00112239,0.00112239,0.00112239
35,1410.6,1.09968,0.62639,0.91567,0.96732,0.5,0.52368,0.48942,0.69025,2.4098,1.05606,0.00110589,0.00110589,0.00110589
36,1445.67,1.10257,0.62114,0.90232,0.95078,0.5,0.56857,0.45605,0.66792,0.9737,0.93062,0.00108938,0.00108938,0.00108938
37,1487.93,1.06452,0.63778,0.9055,0.68082,0.95303,0.74625,0.54651,0.71662,0.91026,1.0407,0.00107288,0.00107288,0.00107288
38,1526.84,1.05866,0.6236,0.91855,0.96638,0.5,0.58042,0.48546,0.69999,1.04882,0.9141,0.00105638,0.00105638,0.00105638
39,1574.49,1.06849,0.594,0.89862,0.95786,1,0.995,0.89271,0.57174,0.61611,0.91906,0.00103987,0.00103987,0.00103987
40,1620.03,1.07845,0.59996,0.91278,0.9888,0.5,0.597,0.53108,0.62817,0.8374,0.97697,0.00102337,0.00102337,0.00102337
41,1666.78,1.08261,0.59599,0.9082,0.597,1,0.995,0.60955,0.96327,1.11737,1.24458,0.00100687,0.00100687,0.00100687
42,1706.9,0.99451,0.55948,0.90317,0.89568,0.5,0.62187,0.47362,0.7792,1.06538,1.07125,0.000990365,0.000990365,0.000990365
43,1742.15,1.03987,0.56271,0.89671,0.89498,0.5,0.53896,0.43741,0.88535,0.95227,1.14799,0.000973861,0.000973861,0.000973861
44,1777.22,1.03535,0.56572,0.8896,0.59509,1,0.74625,0.53502,0.84242,0.78918,1.18669,0.000957358,0.000957358,0.000957358
45,1819.62,1.03301,0.5538,0.90083,0.90956,1,0.995,0.71781,0.74735,0.52009,1.01823,0.000940855,0.000940855,0.000940855
46,1855.17,1.04086,0.55607,0.90283,0.96601,1,0.995,0.83095,0.61378,0.46657,0.98681,0.000924352,0.000924352,0.000924352
47,1895.14,1.00376,0.52886,0.88238,0.95537,1,0.995,0.88833,0.64727,0.37203,0.95848,0.000907848,0.000907848,0.000907848
48,1936,1.0122,0.53994,0.88609,0.84515,1,0.995,0.8955,0.61542,0.52482,0.89667,0.000891345,0.000891345,0.000891345
49,1978.01,0.99571,0.53016,0.89819,0.67066,0.99864,0.995,0.90058,0.60618,0.85375,0.93779,0.000874842,0.000874842,0.000874842
50,2022.29,0.98149,0.52772,0.89237,0.94846,1,0.995,0.88102,0.5524,0.42425,0.8777,0.000858338,0.000858338,0.000858338
51,2058.13,0.96276,0.52746,0.8885,0.93264,1,0.995,0.94525,0.56711,0.49487,0.89551,0.000841835,0.000841835,0.000841835
52,2099.57,0.9844,0.52547,0.88834,0.68376,1,0.995,0.77803,0.67889,0.88424,1.03975,0.000825332,0.000825332,0.000825332
53,2148.15,0.9628,0.51502,0.87384,0.68984,1,0.995,0.78896,0.59973,0.83501,0.98054,0.000808828,0.000808828,0.000808828
54,2180.86,0.99106,0.5294,0.88753,0.76697,1,0.995,0.93102,0.61505,0.58993,0.96808,0.000792325,0.000792325,0.000792325
55,2221.79,0.96409,0.52042,0.8832,0.75215,1,0.995,0.9495,0.47392,0.584,0.87176,0.000775822,0.000775822,0.000775822
56,2261.83,0.93193,0.49507,0.88313,0.85365,1,0.995,0.89509,0.55351,0.50641,0.87964,0.000759318,0.000759318,0.000759318
57,2303.45,0.98601,0.5185,0.88008,0.95031,1,0.995,0.82196,0.69135,0.46877,0.89591,0.000742815,0.000742815,0.000742815
58,2339.67,0.94088,0.49982,0.8769,0.94386,1,0.995,0.86761,0.65372,0.48207,0.89178,0.000726312,0.000726312,0.000726312
59,2379.37,0.94975,0.49743,0.87304,0.96761,1,0.995,0.86744,0.51164,0.41362,0.86303,0.000709809,0.000709809,0.000709809
60,2423.47,0.91262,0.4902,0.87236,0.96212,1,0.995,0.88511,0.55143,0.37303,0.87342,0.000693305,0.000693305,0.000693305
61,2463.54,0.93165,0.4954,0.87878,0.96417,1,0.995,0.90858,0.5195,0.34567,0.86881,0.000676802,0.000676802,0.000676802
62,2504.78,0.90587,0.49337,0.87309,0.91242,1,0.995,0.88826,0.58065,0.44568,0.87876,0.000660299,0.000660299,0.000660299
63,2545.53,0.90632,0.47995,0.86742,0.97597,1,0.995,0.8504,0.4877,0.32595,0.85524,0.000643795,0.000643795,0.000643795
64,2585.62,0.91091,0.49089,0.87293,0.97141,1,0.995,0.84161,0.55895,0.36075,0.85188,0.000627292,0.000627292,0.000627292
65,2626.42,0.87597,0.46846,0.86935,0.96996,1,0.995,0.8955,0.60166,0.37166,0.86635,0.000610789,0.000610789,0.000610789
66,2665.32,0.89131,0.47611,0.86736,0.97244,1,0.995,0.92845,0.53472,0.31701,0.86897,0.000594286,0.000594286,0.000594286
67,2705.92,0.88887,0.4731,0.8636,0.96721,1,0.995,0.95021,0.45286,0.3253,0.85542,0.000577782,0.000577782,0.000577782
68,2746.06,0.90501,0.46847,0.87861,0.96492,1,0.995,0.94529,0.49267,0.30776,0.82552,0.000561279,0.000561279,0.000561279
69,2784.1,0.87358,0.46675,0.86381,0.96564,1,0.995,0.95349,0.48224,0.30025,0.84362,0.000544776,0.000544776,0.000544776
70,2831.38,0.8568,0.4585,0.86333,0.9614,1,0.995,0.97196,0.41047,0.32116,0.82477,0.000528272,0.000528272,0.000528272
71,2871.54,0.84407,0.45907,0.85708,0.96785,1,0.995,0.95103,0.47563,0.26224,0.83587,0.000511769,0.000511769,0.000511769
72,2913.77,0.85023,0.44597,0.85538,0.97477,1,0.995,0.87694,0.49555,0.27453,0.82953,0.000495266,0.000495266,0.000495266
73,2954.46,0.82982,0.45027,0.85424,0.99041,1,0.995,0.8955,0.49675,0.32304,0.85111,0.000478762,0.000478762,0.000478762
74,2991.46,0.89214,0.46957,0.86941,0.99119,1,0.995,0.91046,0.47926,0.27984,0.83297,0.000462259,0.000462259,0.000462259
75,3039.85,0.8305,0.44601,0.85826,0.96733,1,0.995,0.91092,0.52017,0.28355,0.85063,0.000445756,0.000445756,0.000445756
76,3077.41,0.8343,0.43796,0.85211,0.97044,1,0.995,0.89854,0.47228,0.2804,0.8382,0.000429253,0.000429253,0.000429253
77,3119.46,0.84355,0.43668,0.86044,0.99393,1,0.995,0.88623,0.47722,0.29488,0.83146,0.000412749,0.000412749,0.000412749
78,3160.52,0.81875,0.43402,0.85004,0.99319,1,0.995,0.8955,0.50702,0.29051,0.83708,0.000396246,0.000396246,0.000396246
79,3201.13,0.79361,0.41942,0.85606,0.99183,1,0.995,0.88623,0.53508,0.32465,0.84165,0.000379743,0.000379743,0.000379743
80,3238.41,0.81587,0.41969,0.84337,0.97981,1,0.995,0.91825,0.45941,0.33567,0.82352,0.000363239,0.000363239,0.000363239
81,3280.76,0.80164,0.41541,0.85644,0.98014,1,0.995,0.91092,0.43812,0.3044,0.81245,0.000346736,0.000346736,0.000346736
82,3321.77,0.83151,0.42412,0.84766,0.97653,1,0.995,0.91212,0.453,0.29085,0.82484,0.000330233,0.000330233,0.000330233
83,3359.5,0.81077,0.41908,0.85473,0.97776,1,0.995,0.91825,0.46053,0.2801,0.82112,0.000313729,0.000313729,0.000313729
84,3397.65,0.79672,0.4141,0.85063,0.97829,1,0.995,0.96021,0.41766,0.27208,0.80791,0.000297226,0.000297226,0.000297226
85,3437.94,0.79174,0.41092,0.84786,0.97984,1,0.995,0.96739,0.40128,0.2581,0.81749,0.000280723,0.000280723,0.000280723
86,3487.38,0.76322,0.40263,0.84049,0.99437,1,0.995,0.968,0.37533,0.27599,0.80048,0.00026422,0.00026422,0.00026422
87,3524.68,0.78583,0.40009,0.8509,0.979,1,0.995,0.95148,0.38743,0.28334,0.80989,0.000247716,0.000247716,0.000247716
88,3573.82,0.78437,0.40465,0.84729,0.98021,1,0.995,0.95148,0.37871,0.25083,0.80202,0.000231213,0.000231213,0.000231213
89,3608.49,0.75478,0.39364,0.84459,0.97338,1,0.995,0.95148,0.40554,0.25238,0.80546,0.00021471,0.00021471,0.00021471
90,3645.4,0.75901,0.39489,0.84352,0.9743,1,0.995,0.94525,0.45542,0.27426,0.81586,0.000198206,0.000198206,0.000198206
91,3697.29,0.78569,0.41879,0.83304,0.97377,1,0.995,0.94525,0.48389,0.2722,0.82701,0.000181703,0.000181703,0.000181703
92,3731.91,0.78601,0.4073,0.8356,0.97245,1,0.995,0.94525,0.45203,0.27442,0.81877,0.0001652,0.0001652,0.0001652
93,3768.57,0.7353,0.38848,0.82788,0.99405,1,0.995,0.968,0.42612,0.26213,0.80571,0.000148696,0.000148696,0.000148696
94,3806.8,0.74144,0.38153,0.83727,0.99425,1,0.995,0.96067,0.4207,0.26566,0.80429,0.000132193,0.000132193,0.000132193
95,3843.71,0.72049,0.3823,0.82503,0.99394,1,0.995,0.96067,0.42994,0.26475,0.80617,0.00011569,0.00011569,0.00011569
96,3884.99,0.73545,0.37539,0.82701,0.99307,1,0.995,0.94525,0.44237,0.25656,0.8113,9.91865e-05,9.91865e-05,9.91865e-05
97,3921.86,0.69656,0.3701,0.81852,0.99328,1,0.995,0.91092,0.44956,0.24984,0.8126,8.26832e-05,8.26832e-05,8.26832e-05
98,3959.84,0.72654,0.37628,0.82803,0.99352,1,0.995,0.91092,0.45389,0.24829,0.81375,6.61799e-05,6.61799e-05,6.61799e-05
99,3997.72,0.70563,0.36379,0.82098,0.99328,1,0.995,0.968,0.44167,0.24929,0.80951,4.96766e-05,4.96766e-05,4.96766e-05
100,4036.64,0.70122,0.37068,0.82846,0.99325,1,0.995,0.968,0.42486,0.24756,0.80783,3.31733e-05,3.31733e-05,3.31733e-05
